,d1,d2,d3,d4,d5,d6,d7,d8,d9,d0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y0
112,53.0,67.0,71.0,50.0,69.0,71.0,69.0,23.0,52.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113,55.0,55.0,57.0,66.0,67.0,69.0,71.0,59.0,46.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
114,68.0,52.0,52.0,43.0,66.0,62.0,72.0,62.0,59.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,81.0,37.0,55.0,46.0,49.0,61.0,49.0,51.0,60.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,47.0,75.0,63.0,56.0,69.0,55.0,67.0,59.0,18.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,85.0,31.0,43.0,52.0,43.0,57.0,49.0,65.0,66.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,59.0,79.0,65.0,56.0,71.0,69.0,63.0,65.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,28.0,68.0,62.0,59.0,66.0,64.0,46.0,54.0,59.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,59.0,75.0,65.0,44.0,75.0,63.0,61.0,65.0,16.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,33.0,63.0,63.0,60.0,71.0,61.0,51.0,63.0,70.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,83.0,43.0,51.0,64.0,33.0,57.0,51.0,51.0,66.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,59.0,75.0,67.0,58.0,51.0,73.0,63.0,59.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,65.0,71.0,61.0,40.0,73.0,73.0,61.0,41.0,48.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,68.0,68.0,62.0,55.0,62.0,68.0,72.0,64.0,55.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,89.0,39.0,43.0,56.0,41.0,61.0,59.0,61.0,60.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,57.0,77.0,67.0,58.0,73.0,71.0,63.0,67.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,76.0,66.0,14.0,67.0,52.0,58.0,60.0,64.0,53.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,81.0,41.0,49.0,68.0,39.0,57.0,55.0,63.0,62.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,81.0,61.0,7.0,66.0,53.0,63.0,63.0,65.0,60.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,63.0,65.0,65.0,60.0,63.0,67.0,71.0,67.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,65.0,65.0,47.0,62.0,71.0,63.0,63.0,75.0,22.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,58.0,70.0,74.0,33.0,72.0,32.0,66.0,60.0,53.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
134,62.0,66.0,60.0,65.0,38.0,58.0,66.0,62.0,53.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,82.0,60.0,0.0,69.0,52.0,56.0,66.0,68.0,67.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,64.0,62.0,60.0,53.0,74.0,44.0,42.0,62.0,35.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,74.0,72.0,52.0,71.0,16.0,58.0,64.0,54.0,63.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,67.0,55.0,63.0,52.0,59.0,55.0,57.0,59.0,30.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,64.0,64.0,58.0,55.0,68.0,10.0,66.0,68.0,63.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,75.0,75.0,63.0,36.0,73.0,57.0,65.0,67.0,22.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,80.0,58.0,18.0,53.0,56.0,56.0,70.0,70.0,55.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,55.0,65.0,67.0,60.0,63.0,61.0,65.0,47.0,54.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,84.0,60.0,4.0,71.0,50.0,60.0,64.0,72.0,65.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,24.0,78.0,66.0,57.0,78.0,68.0,70.0,64.0,35.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,84.0,62.0,60.0,45.0,28.0,58.0,68.0,64.0,71.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
146,0.0,70.0,82.0,75.0,72.0,70.0,64.0,62.0,57.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,30.0,70.0,64.0,61.0,66.0,52.0,36.0,58.0,57.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,71.0,73.0,25.0,52.0,59.0,73.0,61.0,63.0,42.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,57.0,77.0,67.0,58.0,73.0,71.0,63.0,67.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,72.0,76.0,50.0,69.0,8.0,68.0,56.0,54.0,65.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
151,70.0,72.0,48.0,59.0,46.0,66.0,56.0,34.0,39.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,84.0,44.0,52.0,51.0,56.0,74.0,44.0,66.0,43.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,81.0,59.0,3.0,70.0,51.0,53.0,63.0,69.0,64.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,71.0,69.0,51.0,74.0,27.0,57.0,63.0,55.0,46.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,11.0,77.0,75.0,64.0,67.0,59.0,55.0,63.0,50.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,82.0,60.0,4.0,65.0,54.0,60.0,64.0,70.0,63.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,62.0,74.0,58.0,55.0,66.0,74.0,62.0,56.0,17.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,74.0,68.0,64.0,53.0,36.0,60.0,64.0,64.0,45.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,71.0,65.0,55.0,22.0,73.0,55.0,55.0,77.0,48.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,62.0,74.0,58.0,43.0,76.0,66.0,56.0,70.0,15.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2.0,72.0,80.0,73.0,72.0,68.0,64.0,60.0,57.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,7.0,69.0,77.0,72.0,71.0,65.0,57.0,65.0,58.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,69.0,65.0,67.0,12.0,69.0,65.0,55.0,65.0,48.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,83.0,37.0,55.0,56.0,47.0,53.0,47.0,55.0,58.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,66.0,64.0,58.0,61.0,58.0,64.0,62.0,58.0,61.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,61.0,67.0,69.0,68.0,63.0,55.0,21.0,55.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,81.0,63.0,55.0,52.0,71.0,13.0,73.0,69.0,62.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168,87.0,61.0,7.0,62.0,51.0,51.0,63.0,69.0,74.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
