,d1,d2,d3,d4,d5,d6,d7,d8,d9,d0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y0
31,61.0,54.0,74.0,66.0,64.0,64.0,63.0,66.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,72.0,65.0,67.0,35.0,59.0,37.0,60.0,73.0,43.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,10.0,51.0,59.0,69.0,61.0,69.0,60.0,71.0,63.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,62.0,55.0,57.0,31.0,57.0,59.0,58.0,69.0,37.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,61.0,62.0,54.0,50.0,74.0,68.0,51.0,56.0,58.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,69.0,66.0,8.0,56.0,66.0,72.0,65.0,64.0,72.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,62.0,61.0,73.0,21.0,61.0,41.0,58.0,63.0,61.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,6.0,49.0,63.0,69.0,55.0,65.0,64.0,67.0,57.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,48.0,33.0,59.0,59.0,55.0,69.0,58.0,51.0,41.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,58.0,33.0,45.0,55.0,37.0,71.0,68.0,57.0,51.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,58.0,23.0,55.0,63.0,43.0,67.0,58.0,67.0,45.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,13.0,50.0,54.0,64.0,56.0,64.0,55.0,70.0,60.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,61.0,58.0,72.0,70.0,60.0,54.0,63.0,58.0,20.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,24.0,59.0,67.0,47.0,61.0,53.0,66.0,73.0,55.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,68.0,65.0,43.0,33.0,49.0,51.0,54.0,77.0,59.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,57.0,28.0,58.0,54.0,52.0,68.0,53.0,56.0,42.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,67.0,60.0,64.0,60.0,60.0,60.0,19.0,66.0,50.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,58.0,57.0,61.0,33.0,45.0,49.0,68.0,59.0,65.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,62.0,55.0,65.0,63.0,67.0,69.0,68.0,59.0,7.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,66.0,65.0,65.0,1.0,55.0,59.0,62.0,61.0,67.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,40.0,65.0,67.0,61.0,59.0,75.0,28.0,63.0,65.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,58.0,37.0,51.0,65.0,37.0,69.0,56.0,59.0,45.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,58.0,45.0,61.0,47.0,51.0,63.0,50.0,61.0,41.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,60.0,53.0,57.0,65.0,35.0,67.0,54.0,67.0,43.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,76.0,67.0,69.0,31.0,61.0,47.0,56.0,63.0,39.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,65.0,58.0,68.0,66.0,58.0,58.0,59.0,64.0,52.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,61.0,60.0,70.0,64.0,64.0,12.0,57.0,74.0,62.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58,65.0,62.0,6.0,68.0,60.0,72.0,71.0,62.0,68.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,68.0,61.0,71.0,39.0,57.0,49.0,58.0,59.0,71.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,57.0,60.0,50.0,46.0,44.0,58.0,65.0,52.0,72.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,56.0,53.0,67.0,49.0,55.0,45.0,58.0,79.0,33.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,58.0,65.0,75.0,61.0,63.0,61.0,64.0,51.0,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,72.0,71.0,65.0,15.0,61.0,59.0,54.0,55.0,59.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,61.0,56.0,72.0,68.0,42.0,66.0,63.0,56.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,17.0,54.0,50.0,66.0,58.0,70.0,71.0,62.0,64.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,71.0,62.0,64.0,16.0,56.0,66.0,51.0,66.0,54.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,58.0,71.0,57.0,59.0,55.0,55.0,26.0,71.0,51.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,68.0,65.0,69.0,59.0,63.0,7.0,62.0,85.0,61.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,77.0,72.0,70.0,28.0,70.0,30.0,55.0,70.0,76.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,32.0,47.0,65.0,61.0,65.0,73.0,68.0,43.0,59.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,68.0,63.0,5.0,63.0,65.0,67.0,66.0,69.0,75.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,49.0,54.0,22.0,68.0,58.0,80.0,69.0,54.0,60.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,44.0,47.0,39.0,59.0,65.0,75.0,64.0,45.0,41.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74,49.0,54.0,44.0,64.0,46.0,72.0,55.0,60.0,38.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,53.0,62.0,22.0,46.0,58.0,68.0,61.0,68.0,60.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,62.0,59.0,73.0,61.0,63.0,67.0,58.0,57.0,9.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,60.0,67.0,35.0,43.0,53.0,53.0,56.0,65.0,69.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,54.0,41.0,57.0,67.0,55.0,69.0,56.0,63.0,37.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,43.0,46.0,58.0,64.0,62.0,68.0,61.0,62.0,36.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,68.0,63.0,61.0,3.0,59.0,57.0,64.0,59.0,67.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,58.0,57.0,59.0,21.0,61.0,67.0,62.0,65.0,49.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,59.0,56.0,72.0,68.0,64.0,64.0,67.0,64.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,61.0,52.0,70.0,68.0,62.0,64.0,63.0,66.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,57.0,44.0,36.0,62.0,68.0,56.0,61.0,60.0,54.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85,54.0,53.0,53.0,63.0,67.0,77.0,68.0,25.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,66.0,63.0,1.0,63.0,65.0,71.0,64.0,65.0,73.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,66.0,65.0,7.0,63.0,63.0,75.0,60.0,67.0,71.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,55.0,60.0,68.0,52.0,12.0,64.0,65.0,66.0,54.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,58.0,37.0,53.0,49.0,45.0,69.0,54.0,51.0,57.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,70.0,63.0,71.0,19.0,65.0,41.0,58.0,67.0,67.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,51.0,54.0,86.0,68.0,56.0,68.0,67.0,62.0,14.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,60.0,53.0,71.0,69.0,63.0,65.0,64.0,65.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,64.0,63.0,53.0,69.0,45.0,81.0,58.0,43.0,45.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,63.0,62.0,8.0,68.0,68.0,68.0,61.0,62.0,64.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,52.0,57.0,49.0,55.0,61.0,59.0,32.0,65.0,47.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,11.0,54.0,58.0,64.0,60.0,70.0,57.0,64.0,64.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,67.0,64.0,52.0,64.0,22.0,72.0,49.0,66.0,60.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,44.0,53.0,69.0,59.0,45.0,71.0,58.0,45.0,47.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,65.0,64.0,2.0,64.0,66.0,72.0,65.0,62.0,70.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,55.0,56.0,68.0,44.0,52.0,52.0,63.0,68.0,62.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,46.0,41.0,61.0,55.0,51.0,61.0,60.0,73.0,33.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,57.0,62.0,78.0,60.0,58.0,68.0,59.0,54.0,60.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,79.0,66.0,66.0,36.0,58.0,24.0,59.0,72.0,62.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,44.0,47.0,49.0,53.0,69.0,71.0,64.0,37.0,49.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105,65.0,46.0,32.0,54.0,70.0,62.0,59.0,54.0,54.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,64.0,59.0,9.0,61.0,57.0,75.0,66.0,65.0,67.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,62.0,55.0,59.0,61.0,65.0,65.0,54.0,65.0,15.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
108,66.0,63.0,7.0,57.0,65.0,69.0,58.0,69.0,75.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,6.0,55.0,69.0,65.0,59.0,63.0,64.0,63.0,63.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,59.0,54.0,72.0,68.0,64.0,66.0,65.0,64.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,60.0,65.0,65.0,57.0,65.0,13.0,68.0,77.0,59.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,53.0,64.0,68.0,60.0,74.0,82.0,63.0,14.0,64.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113,46.0,45.0,55.0,65.0,69.0,75.0,58.0,43.0,51.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
114,55.0,58.0,76.0,68.0,62.0,66.0,65.0,58.0,54.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,52.0,23.0,59.0,53.0,57.0,69.0,54.0,61.0,45.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,59.0,56.0,70.0,64.0,64.0,62.0,59.0,64.0,6.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,56.0,25.0,49.0,51.0,47.0,71.0,62.0,59.0,61.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,62.0,55.0,73.0,57.0,61.0,57.0,60.0,67.0,11.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,24.0,51.0,51.0,57.0,55.0,71.0,46.0,65.0,57.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,66.0,57.0,73.0,33.0,61.0,45.0,56.0,69.0,35.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,15.0,54.0,60.0,68.0,64.0,66.0,63.0,64.0,68.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,60.0,43.0,53.0,51.0,41.0,65.0,56.0,49.0,55.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,58.0,53.0,73.0,61.0,51.0,67.0,58.0,53.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,56.0,61.0,73.0,59.0,67.0,63.0,66.0,59.0,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,57.0,62.0,70.0,56.0,62.0,62.0,61.0,54.0,58.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,58.0,27.0,49.0,59.0,49.0,67.0,60.0,57.0,43.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,59.0,54.0,72.0,68.0,64.0,66.0,65.0,64.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,61.0,52.0,48.0,72.0,64.0,82.0,63.0,50.0,24.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,55.0,32.0,54.0,58.0,52.0,66.0,57.0,58.0,48.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,61.0,60.0,6.0,68.0,66.0,74.0,69.0,68.0,66.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,58.0,59.0,75.0,57.0,55.0,71.0,60.0,55.0,55.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,51.0,42.0,56.0,70.0,64.0,60.0,63.0,66.0,28.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,65.0,60.0,72.0,34.0,64.0,38.0,57.0,66.0,54.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
134,55.0,52.0,72.0,60.0,38.0,62.0,49.0,60.0,54.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,67.0,64.0,2.0,62.0,64.0,70.0,63.0,66.0,74.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,66.0,63.0,65.0,61.0,61.0,45.0,36.0,71.0,37.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,60.0,57.0,73.0,49.0,29.0,55.0,60.0,61.0,67.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,56.0,41.0,65.0,65.0,57.0,65.0,54.0,59.0,21.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,63.0,58.0,56.0,70.0,68.0,40.0,45.0,64.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,70.0,63.0,75.0,47.0,57.0,47.0,54.0,65.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,60.0,63.0,11.0,61.0,67.0,71.0,64.0,69.0,67.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,51.0,56.0,62.0,58.0,52.0,68.0,65.0,44.0,66.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,65.0,68.0,6.0,68.0,70.0,72.0,65.0,62.0,66.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,20.0,51.0,67.0,65.0,57.0,63.0,64.0,71.0,41.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,62.0,61.0,65.0,47.0,41.0,51.0,68.0,67.0,71.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
146,5.0,52.0,62.0,68.0,62.0,70.0,65.0,66.0,60.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,22.0,55.0,59.0,61.0,57.0,63.0,52.0,55.0,59.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,64.0,63.0,19.0,71.0,65.0,81.0,62.0,63.0,53.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,60.0,57.0,73.0,61.0,59.0,65.0,60.0,67.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,65.0,60.0,58.0,56.0,12.0,70.0,61.0,68.0,54.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
151,65.0,62.0,50.0,56.0,40.0,76.0,71.0,48.0,38.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,52.0,35.0,61.0,55.0,51.0,73.0,58.0,67.0,35.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,61.0,56.0,28.0,74.0,68.0,60.0,49.0,68.0,48.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,60.0,59.0,59.0,65.0,27.0,65.0,62.0,71.0,37.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,10.0,53.0,61.0,71.0,63.0,67.0,60.0,65.0,61.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,65.0,64.0,4.0,62.0,62.0,72.0,65.0,64.0,72.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,60.0,53.0,71.0,55.0,57.0,67.0,56.0,61.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,68.0,51.0,71.0,51.0,27.0,55.0,60.0,67.0,41.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,68.0,63.0,57.0,11.0,59.0,61.0,54.0,61.0,61.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,59.0,56.0,72.0,50.0,70.0,62.0,55.0,70.0,20.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,7.0,48.0,62.0,62.0,54.0,66.0,63.0,64.0,56.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,7.0,50.0,66.0,72.0,58.0,66.0,63.0,72.0,62.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,67.0,60.0,60.0,10.0,52.0,60.0,53.0,64.0,62.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,56.0,29.0,67.0,61.0,49.0,67.0,56.0,59.0,39.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,59.0,58.0,68.0,52.0,56.0,70.0,59.0,46.0,58.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,68.0,65.0,69.0,65.0,69.0,35.0,44.0,67.0,39.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,72.0,63.0,71.0,47.0,67.0,11.0,62.0,77.0,73.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168,68.0,61.0,7.0,59.0,65.0,69.0,60.0,65.0,73.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
